TEXT DATA,LABEL
"నేను ఇప్పుడే పోస్ట్ చేశానని నాకు తెలుసు, కానీ చాలా జరుగుతున్నాయి : నా బెస్ట్ ఫ్రెండ్స్ ఎవరూ నన్ను తమ బెస్ట్ ఫ్రెండ్‌గా పరిగణించలేదు. నేను వ్యక్తులు, విహారయాత్రలు, ఆర్కేడ్‌లు మరియు వస్తువులకు వెళ్లడం, ఇలాంటి అన్ని రకాల అంశాలు, నేను మరియు ఇద్దరు స్నేహితులు లేదా నా కుటుంబం మరియు ఆ స్నేహితుడిని మాత్రమే ఆహ్వానిస్తున్నాను. నా కోసం ఎవరూ తిరిగి చేయరు. నేను సెలవులో ఎన్నడూ ఆహ్వానించబడలేదు, నేను వారితో కలిసి ఏదైనా వెళ్లాలని వారు ప్రత్యేకంగా నిర్ణయించుకున్నారని నేను ఎప్పుడూ అనుకోలేదు. నేనెప్పుడూ అనంతర ఆలోచనగా ఉంటాను లేదా నన్ను అస్సలు అడగను. ఈలోగా నా చుట్టూ ఉన్న ప్రతి ఒక్కరూ తమ స్నేహితులతో కలిసి వెళ్లే విషయాలకు లేదా వాటిని కలిగి ఉండటానికి ఆహ్వానిస్తున్నారు. నా గర్ల్‌ఫ్రెండ్ కాలేజీలో తన స్నేహితుడితో చేసిన లేదా చేసే సాధారణ విషయాలను నాకు చెబుతోంది మరియు నేను బయటికి వెళ్లి, బయటికి వెళ్లి విసుక్కుంటూ ఏడ్చాల్సి వచ్చింది, ఎందుకంటే నేను అలాంటిది ఎప్పుడూ అనుభవించలేదు.. బహుశా ఇది అంత ముఖ్యమైనది కాకపోవచ్చు, ఎవరైనా నన్ను ప్రత్యేకంగా ఏదో ఒకదాని కోసం కోరుకోవాలని నేను కోరుకుంటున్నాను. నా గర్ల్‌ఫ్రెండ్ కూడా అలానే ఉందని నేను అనుకున్నాను, ఆమె తనతో సినిమా చూడటానికి ఒక పుస్తకం చదవమని అడిగింది, ఆపై కాలేజీలో గతంలో పేర్కొన్న స్నేహితుడిని చూడటానికి వెళ్లి ఆమెతో కలిసి చూసింది. మేము దాని గురించి ముందుగా మాట్లాడిన తర్వాత, నేను ఆమెను చేయవద్దని అడిగాను. అప్పుడు ఆమె ""ఓహ్ నేను మర్చిపోయాను క్షమించండి. నేను కొంతకాలంగా ఆటోపైలట్‌లో ఉన్నాను"". నేను దానిని అర్థం చేసుకోగలను, కానీ ఆమె మరచిపోలేదు ఎందుకంటే ఆమె వెళ్ళే ముందు ఆ రాత్రి ఆమె ""ఓహ్ మేము రేపు ఉదయం నేను తిరిగి వచ్చాక సినిమా చూస్తాము"" అని చెప్పింది.. కాబట్టి ఆమె మరచిపోలేదు, ఆమె పట్టించుకోలేదు. ఎవరూ పట్టించుకోరు. నేను ఎవరికీ మొదటి ఎంపిక కాదు మరియు నేను ఎన్నడూ చేయలేదు. ఇది కూడా మారదు, నేను ఏ కారణం చేతనూ ప్రత్యేకంగా లేను మరియు నేను దేనిలోనూ ప్రత్యేకంగా రాణించను. కాబట్టి ఎవరూ నన్ను ప్రత్యేకంగా కోరుకోవడం లేదని, నా దగ్గర నిర్దిష్ట లక్షణాలు ఏవీ లేవని నేను భావిస్తున్నాను. .",stressed
నేను నా భవిష్యత్తును ఊహించలేను : నా భవిష్యత్తును నేను అస్సలు ఊహించలేను. నేను ఇప్పటి నుండి 2-3 సంవత్సరాలు జీవించడం చూడలేను. నేను ఇక్కడ ఉంటానని అనుకుంటున్నాను కానీ నా జీవితం ఎలా ఉంటుందో తెలియదు. నాకు దిక్కు లేదు మరియు జీవితంలో తేలియాడుతున్నాను. నా జీవితంలో నేను ఏమి చేయాలనుకుంటున్నానో మరియు నేను జీవితం నుండి ఏమి పొందాలనుకుంటున్నానో నాకు ఎటువంటి క్లూ లేదు. .,stressed
"నేను పనిలో లేనప్పుడు నా డిప్రెషన్ నుండి నా మనస్సును తీసివేయడానికి నాకు ఏమీ లేదు: కేవలం ఏమీ లేదు. నాకు అభిరుచులు లేవు మరియు నన్ను నేను చంపుకోవాలనుకునే విషయాల గురించి చీకటి చొరబాటు ఆలోచనలు మాత్రమే మిగిలి ఉన్నాయి. లూప్‌లు పునరావృతం, ఏకస్వామ్యం మరియు మెరిట్రిసియస్. ఇలా చెప్పుకుంటూ పోతే నా ఆలోచనలు మిగిలిపోయినప్పుడు నన్ను నేను ఎలా యాక్సెస్ చేసుకోవాలో తెలియక నా నిజ స్వభావానికి నేను చాలా డిస్‌కనెక్ట్ అయ్యాను.. ఇది రక్షణ యంత్రాంగాలు మాత్రమే మరియు ప్రపంచంలోని అన్ని సమయాలలో ఎందుకు అనే తత్వశాస్త్రం గురించి ఆశ్చర్యపడుతుంది. నా అవగాహనలన్నిటినీ కప్పివేసే ఆత్మ ద్వేషం సరదాగా ఉండదు. నేను చేయాలనుకున్నది ఉనికిలో లేదు. నేను అకడమిక్ టెక్స్ట్ బుక్ అని ఎలా ఆలోచించకూడదో నాకు తెలియదు. సృజనాత్మక సామర్థ్యం గురించి నాకు మొదటి విషయం తెలియదు మరియు జీవితాన్ని నిజంగా ఆకస్మికంగా తీసుకువస్తుంది. నాకు ప్రవాహం లేదు. నేను బాగా ఆర్కెస్ట్రేట్ చేయబడలేదు. స్తబ్దతకు బదులుగా. జీవితం నన్ను దాటి నేను చనిపోయే వరకు తేలుతూ ఉంటుంది. ఇది రాయడం కూడా నాకు చాలా ఇబ్బందిగా అనిపిస్తుంది. నేను జీవించడానికి సిగ్గుపడుతున్నాను. పనిలో మాస్కింగ్ జీవించడానికి ప్రత్యామ్నాయం కాదు, నేను ఎప్పుడూ మునిగిపోతున్నట్లు అనిపిస్తుంది.",stressed
":) : idk నాకు డిప్రెషన్ ఉంటే, tbh. నాకు తెలిసిందల్లా నేను పనికిరానివాడిని, పనికిరానివాడిని, తెలివితక్కువవాడిని, లావుగా మరియు ఊహించలేనివాడిని. నేను అందరికి నమ్మకం మరియు ప్రేమను అందించినప్పుడే ఇదంతా ప్రారంభమైందని అనుకుంటున్నాను. నా గురించి నేను మీకు కొంత చెప్తాను. నేను చిన్నప్పుడు ఉల్లాసంగా, చమత్కారంగా, ఉల్లాసభరితంగా మరియు వెర్రివాడిని. నేను క్లాస్‌లో అందరితో స్నేహంగా ఉంటాను. తిరిగి కథకి. . నేను నా చిన్ననాటి ""మాజీ బెస్ట్ ఫ్రెండ్""ని 4వ తరగతిలో కలిశాను. మమ్మల్ని ఎవరూ విడదీయలేనంత సన్నిహితంగా ఉండేవారు. మేము కలిసి భోజనం చేయడం, కలిసి ట్యూటరింగ్ సెషన్‌లు చేయడం, కలిసి ఆడుకోవడం మరియు సాధారణ పిల్లల స్నేహితులు చేసే ప్రతిదాన్ని మీరు చూస్తారు. కానీ మేము మా 3వ బెస్ట్ ఫ్రెండ్‌ని కలిసినప్పుడు అంతా మారిపోయింది. వారు నన్ను విడిచిపెట్టి చాలా ఎక్కువ సమయం గడపడం ప్రారంభించారు, కానీ నేను పట్టించుకోలేదు హే, ప్రతిదాన్ని చేయడానికి మాకు ఎక్కువ మంది స్నేహితులు ఉన్నందుకు నేను సంతోషిస్తున్నాను. 6వ తరగతి వరకు అంతా బాగానే సాగింది. నా ""మాజీ బెస్ట్ ఫ్రెండ్"" దూరం కావడం ప్రారంభించాడు; ఆమె ఎప్పుడూ నాతో మాట్లాడకుండా, కంటిచూపుతో లేదా నా పక్కన కూర్చోకుండా ఉండటానికి ప్రయత్నిస్తుంది. ఆ సమయంలో నేను నిజంగా బాధపడ్డాను. ఆమె నన్ను తప్పించడానికి నేను ఏమి చేసాను? మరియు అది నెలల పాటు కొనసాగింది. సమయం గడిచిపోతుంది మరియు గ్రాడ్యుయేషన్ సమీపిస్తోంది. మేము మొత్తం తరగతికి ఒక చిన్న కిక్-ఆఫ్ పార్టీ చేసాము. నేను పార్టీకి హాజరయ్యేందుకు కొంచెం సంకోచించాను బీసీ. bc కాదు టీచర్ అందరూ వెళ్ళాలి అని చెప్పారు కానీ bc మా అమ్మ స్కూల్ చివరి రోజు నా ""స్నేహితులతో"" గడపమని చెప్పింది. కాబట్టి నేను చేసాను. మరియు అది అస్సలు సంతోషించలేదు. నేను పాఠశాలకు చేరుకున్నప్పుడు, గ్రాడ్యుయేషన్ తర్వాత రోజు నా ""(మాజీ) బెస్ట్ ఫ్రెండ్స్"" పూల్ పార్టీకి వెళ్తున్నావా అని నా ఇతర స్నేహితులు వెంటనే నన్ను అడిగారు. అయితే ఈ పూల్ పార్టీ అని పిలవబడే దాని గురించి నాకు తెలియదు, నా బెస్ట్ ఫ్రెండ్ తన ""ఫ్రెండ్స్"" కోసం నిర్వహిస్తుంది. కాబట్టి వారు నాలాగే షాక్ అయ్యారు. ఒక స్నేహితుడు లేచి నిలబడి నా గురించి మరియు 4వ తరగతి నుండి నా బెస్ట్ ఫ్రెండ్ యొక్క 3వ బెస్ట్ ఫ్రెండ్ గురించి ఏదో చెప్పాడు. ఆమె మొదటి నుంచీ నన్ను చెడుగా మాట్లాడుతోందని చెప్పింది. j ఆ క్షణంలో పూర్తిగా నిశ్శబ్దంగా పడిపోయాను, నా ప్రపంచం ముక్కలుగా విరిగిపోవడం ప్రారంభించింది. వేగంగా ముందుకు, గ్రాడ్యుయేషన్ ముగిసింది మరియు హైస్కూల్‌కి సమయం. నేను ఇంకా వేసవి మొత్తంలో ఉన్నాను మరియు నాకు తెలిసిన వ్యక్తుల నుండి దూరంగా ఉండాలని నేను కోరుకున్నాను, వారు అందరూ నా గురించి గాసిప్ చేస్తున్నారని నేను అనుకుంటాను. కాబట్టి నేను నిర్ణయించుకున్నాను, లేదు. పర్యావరణ మార్పు కోసం నేను కొత్త పాఠశాలకు వెళ్లాలనుకుంటున్నాను. కానీ నేను ఊహించినట్లు కాదు. నేను కొత్త స్నేహితులను సంపాదించడానికి చాలా కష్టపడ్డాను మరియు 3 రోజుల వ్యవధిలో, నేను ఆ పాఠశాల నుండి నిష్క్రమించాను. అప్పుడు మా అమ్మ నన్ను మా పట్టణంలోని ఒక ఉన్నత పాఠశాలకు తరలించింది, అక్కడ నా ప్రాథమిక సహవిద్యార్థులు అందరూ ఉన్నారు. అదృష్టవశాత్తూ, అవి సైన్స్ ఆధారిత తరగతులపై ఆధారపడి ఉన్నాయి. మరియు నేను కళల ఆధారిత పాఠ్యప్రణాళికలో చేరాను. అందరూ నాకు మంచిగా ఉన్నారు మరియు నేను మళ్లీ విశ్వాసం పొందడం ప్రారంభించాను. స్నేహితుల బృందం నన్ను సంవత్సరాల తరబడి వేధించే వరకు. కాబట్టి నేను ఆహారంలో ఆశ్రయం పొందాను. నేను విచారంగా లేదా సంతోషంగా ఉన్నప్పుడు చాలా తినడం ప్రారంభించాను. నేను బరువు పెరిగే వరకు అంతా బాగానే ఉంది మరియు నా శరీరం ఇక చూడడానికి ఇష్టపడలేదు. మరియు ఏమి ఊహించండి, ఆ బెదిరింపులు నా శరీరాన్ని చాలా ఎక్కువగా తీసుకోవడం ప్రారంభించారు. వారు ""వేగంగా నడవండి, ఫాట్సో"" అని అరుస్తూ ఉంటారు. మీరు మా మార్గాన్ని అడ్డుకుంటున్నారు"" మరియు అలాంటి షిట్స్. కాబట్టి, నేను సన్నగా ఉంటే, అందరూ నన్ను ఇష్టపడతారని భావించి తక్కువ తినడం ప్రారంభించాను. సంవత్సరాలు గడిచాయి మరియు నేను రెండు పౌండ్లను కోల్పోయాను. నేను మళ్ళీ సంతోషంగా ఉన్నాను. ఇప్పుడు, నా యుక్తవయస్సులో, నేను చేసే ప్రతి చర్యకు మా నాన్నగారు ఎప్పుడూ ఏదో ఒకటి చెబుతారు. idk ఎందుకు కానీ అతను పని నుండి అలసిపోయి ఉంటాడని నేను అనుకున్నాను. కాబట్టి నేను దానిని జారనివ్వండి. కానీ డిసెంబర్ 2019 న, నా నలిగిన ప్రపంచం బూడిదగా మారింది. మా నాన్న మరియు నేను మాల్‌లోని బెంచ్‌పై కూర్చుని, అమ్మ పబ్లిక్ రెస్ట్‌రూమ్‌లో ముగించే వరకు వేచి ఉన్నాము. అతను పని చేస్తున్న ఏజెన్సీ గురించి అతను నాకు ఫిర్యాదు చేస్తున్నాడు, కాబట్టి నేను విన్నాను మరియు అది బాగానే ఉంటుందని చెప్పాను. కానీ అతను ఇలా అన్నాడు, ""నేను ఈ కుటుంబాన్ని చాలా త్వరగా నిర్మించకుండా ఉండాలనుకుంటున్నాను. ""అది నన్ను అతని మాట వినడం మానేసింది మరియు ఆ మాటలు నా తలలో పునరావృతం అవుతూనే ఉన్నాయి. కాబట్టి అతను మమ్మల్ని కలిగి ఉన్నందుకు చింతిస్తున్నాడా? నన్ను కలిగి ఉన్నారా? లేక ఈ కుటుంబమా? wth లాగా? మనం పొరపాటు పడ్డామా? అందుకే అతను నాతో ఎప్పుడూ వేడిగా ఉంటాడా? షిట్ జరిగింది మరియు వారు నాపై విసిరే ప్రతిదాన్ని నేను తీసుకోలేకపోయాను. ప్రతి రాత్రి ఏడుస్తూ వణుకుతున్నంత వరకు నొప్పి భరించలేనంతగా ఉంది. కొన్నిసార్లు, నేను నా ప్రాణాన్ని తీయాలా వద్దా అని ఆలోచిస్తాను. కానీ అప్పుడు నేను మా అమ్మ గురించి ఆలోచించాను. నేను ఆమెకు మంచి జీవితాన్ని ఇవ్వాలని మరియు ఆమెను మరింత నవ్వించాలని కోరుకున్నాను. నేను మొదట ఆమెను విడిచిపెట్టడం ఇష్టం లేదు ఎందుకంటే అది ఆమెను చితకబాదారు. కాబట్టి నేను కొన్నిసార్లు ఏమి చేస్తాను, నేను సమీపంలోని పదునైన వస్తువును పట్టుకుని నా మణికట్టును కత్తిరించుకుంటాను. ఇది బాధాకరమైనది కాని అది మంచిది. ఇది చాలా వ్యసనపరుడైనది, నొప్పి చాలా విపరీతంగా ఉన్న ప్రతిసారీ నేను నా మణికట్టు మీద నొప్పిని అనుభవించే వరకు మళ్లీ మళ్లీ మళ్లీ చేస్తాను, నా ఛాతీలో నొప్పి కాదు. .",stressed
"నేను విఫలమయ్యాను: నేను ఒంటరిగా ఉన్నాను. నేను ప్రజలతో మాట్లాడలేను. నేను చాలా భయపడి/ఆత్రుతగా ఉన్నాను మరియు నేను దానిని ఎక్కువసేపు తీసుకోలేను. ప్రజలతో మాట్లాడడం చాలా పన్ను. ఏమి చెప్పాలో, ఎలా చెప్పాలో కూడా నాకు ఎప్పుడూ తెలియదు, పదాలు తప్పుగా వస్తాయి మరియు నేను మూర్ఖుడిలా ఉన్నాను. అయితే నేను ప్రజలతో మాట్లాడటం సహించలేనని చెప్పినప్పుడు, మేధావులు నాకు సమాధానం ఇస్తారు ""అలాంటప్పుడు మీరు ఒంటరిగా ఉన్నారని ఎందుకు ఫిర్యాదు చేస్తున్నారు, మీరు ఒంటరిగా ఉండాలనుకుంటున్నారు!"" వద్దు మీరు డంబాస్. నేను మామూలుగా ఉన్నాననుకుంటాను కాబట్టి నేను ఇతరులను కలిగి ఉంటాను కానీ నేను చేయలేను. నేను పెద్దయ్యాక విషయాలు సులభతరం అవుతాయి కాని ఇది వ్యతిరేకం. అవి కించపరుస్తున్నందున నేను వ్యక్తం చేయలేని ఆందోళనలు నాకు ఉన్నాయి, కాబట్టి నేను వాటిని లోపల ఉంచాలి మరియు అవి నన్ను కుళ్ళిపోతాయి. నేను ఇకపై ఎక్కువ అనుభూతి చెందను, నేను దేని కోసం ఎదురు చూడను. నేను ప్రయత్నించే ప్రతిదానికి వైఫల్యం లేదా అధ్వాన్నంగా ముగుస్తుంది. .",stressed
ప్రపంచంలోని చెత్త అనుభూతి: ట్రంప్ ప్రయాణ నిషేధం UK వరకు విస్తరించింది. . నేను చాలా సంవత్సరాలుగా ఆదా చేస్తున్న సెలవును రద్దు చేయాల్సి వచ్చింది. . నేను నా స్నేహితులను చూడటం అదే మొదటిసారి. . ఇది నేను ఎదురుచూడాల్సి వచ్చింది. . నేను కోపంగా లేదా విచారంగా లేదా సాధారణ అణగారిన అనుభూతిని అనుభవించను. . నేను ఓడిపోయానని భావిస్తున్నాను. . మరియు ఇది నా జీవితంలో నేను అనుభవించిన చెత్త అనుభూతి.,stressed
"నేను చాలా ఒంటరిగా ఉన్నాను: నేను ఒక సంవత్సరం నుండి చాలా డిప్రెషన్‌తో పోరాడుతున్నాను కానీ నేను దాని గురించి ఎవరికీ చెప్పలేదు. నా కుటుంబాన్ని కలవరపెడుతుందని నేను భయపడుతున్నాను ఎందుకంటే వారందరూ చాలా సంతోషంగా ఉన్నారు మరియు నేను దానిని నాశనం చేయకూడదనుకుంటున్నాను. నేను చాలా ఒంటరిగా మరియు దయనీయంగా ఉన్నాను, ఎవరికీ నమ్మకం లేకుండా నా స్వంత తలలో అన్ని వేళలా ఇరుక్కుపోయాను. ఏమి చేయాలో నాకు తెలియదు.",stressed
"మళ్లీ. . . నా ఆత్మహత్యాయత్నం విఫలమై యుఎస్‌కి తిరిగి వెళ్లాను. నాకు పునఃస్థితి ఉంది మరియు నేను విఫలం కాకూడదని కోరుకుంటున్నాను. : టైటిల్‌లో ఎలా ఉంది. నేను రెడ్డిట్‌లో మళ్లీ ఇక్కడకు వచ్చాను. విషయాలు చాలా కష్టం మరియు నేను ఒంటరితనం మరియు నిరాశ మరింత మునిగిపోతున్నట్లు భావిస్తున్నాను. ఆమె జీవితాంతం దానితో జీవించాలని నేను కోరుకుంటున్నాను. అంత స్వార్థం. ఆమె నా జీవితాన్ని నాశనం చేసింది, ఆమె నన్ను నాశనం చేసింది, నన్ను గుర్తించలేని విధంగా దెబ్బతీసింది. నేను దృష్టి పెట్టలేను, నాకు ఉద్యోగం లేదు, డబ్బు లేదు. కారు తెచ్చుకునే మార్గం లేదు. నా స్నేహితుడు/రూమ్‌మేట్ నిజంగా సహాయం చేయలేదు. నేను భారంగా భావిస్తున్నాను, ప్రజలు నిర్వహించాల్సిన బుల్‌షిట్ తప్ప మరొకటి లేదు మరియు నేను అలసిపోయాను. బాగుపడుతుందని చెప్పి విసిగిపోయారు. అది తప్పు వ్యక్తి అని చెప్పడంతో విసిగిపోయారు. నా జీవితాన్ని మొదటి నుండి ప్రారంభించినందుకు విసిగిపోయాను. నాకు ఇక్కడ చాలా ఆర్థిక రుణాలు ఉన్నాయి, నా క్రెడిట్ నాశనమైంది. నా ఆత్మగౌరవం మరియు జీవితంలో నా మార్గం నా ముఖం ముందు ఎగిరింది. నాకు కొన్ని నెలల్లో 30 ఏళ్లు వస్తాయి మరియు ఒక వ్యక్తిగా నేను ఎవరో నాకు ద్వేషం. ఈ గ్రహం మీద నా 30 సంవత్సరాలుగా నేను చూపించిన వైఫల్యం, తప్పులు మరియు చాలా ఇబ్బందికరమైన చెత్త తప్ప నాకు ఏమీ లేదు. ఇది జీవించడానికి విలువైనదని ప్రజలు నాకు చెప్పారు. . కానీ అన్నింటికీ నష్టం, బాధ, ఒంటరితనం మరియు బాధలు ఉన్నప్పుడు జీవించడానికి విలువైనది. ఇది నాకు తెలిసినది. నేను ఇప్పుడు ఏమి కలిగి ఉన్నాను మరియు దానిని కోల్పోయాను. మరియు కొనసాగించడాన్ని ఉపయోగించుకునే శక్తి నాకు ఉందా అని నేను సందేహిస్తున్నాను. నేను ప్రయత్నించాను. . . నేను ప్రయత్నిస్తున్నాను. . . కానీ ప్రతి రోజు అది కష్టం అవుతుంది. మరియు నేను మొదటి నుండి పునర్నిర్మించే శక్తిని నెమ్మదిగా కోల్పోతున్నాను. నేను కోరుకునే భవిష్యత్తు ఇక లేదు. నేను నా స్వంత ఆలోచనలతో ఒంటరిగా ఉన్నాను మరియు ఎవరికీ అర్థం కాలేదు. థెరపిస్ట్ సహాయం కోసం వెళ్లమని చెప్పారు. . . మందులు పనిచేయవు. . . స్నేహితులు అదే సలహా ఇస్తారు మరియు నేను అలసిపోయాను. మరియు అది త్వరగా ముగియాలని నేను కోరుకుంటున్నాను. నేను తీసుకోవాలనుకునే నిర్ణయంతో ఇతరులు బరువుగా ఉండనవసరం లేకుండా నేను జీవితంలో ఎందుకు బాధపడాలి? నా బాధలు తీరాలని కోరుకుంటున్నాను. అయినా నన్ను ప్రేమించేవాళ్లు ఉన్నారని జనాలు అంటున్నారు. వారు నన్ను ప్రేమిస్తే, నేను అలా భావిస్తాను కాదా? నేనలా పక్కన పడేసేవాడిని కాదు. . . ఒకరి మొత్తం జీవితాన్ని నాశనం చేయడం ఎలా ఉంటుందో ఆమె తెలుసుకోవాలని నేను కోరుకుంటున్నాను. . మరియు నా బాధలు తీరాలని నేను కోరుకుంటున్నాను. నేను ఇకపై ఎటువంటి ప్రకాశాన్ని చూడలేను. నేను ఒక కూడలిలో ఉన్నాను మరియు కొన్ని వారాల క్రితం ఆ రాత్రి నేను నా ప్రాణాన్ని తీయాలనుకుంటున్నాను. నా దగ్గర ఒక ప్లాన్ ఉంది. ఈసారి. . . నేను విఫలం కాను. నేను బాధలతో అలసిపోయాను. నేను నిరంతరం గుండె నొప్పి మరియు బాధలో జీవించి అలసిపోయాను. నా జీవితంలో జరిగిన అన్ని నష్టాలతో నేను అలసిపోయాను. నేను కోరుకున్నవన్నీ నేను కలిగి ఉన్నాను మరియు ఆమె దానిని విసిరివేసింది. నేను చాలా విలువలేనివాడిగా భావిస్తున్నాను. నా తలలో మాటలు ప్రతిధ్వనించాయి. నేను ఇప్పుడు ఎక్కడ ఉన్నాను అనేదానికి స్పష్టమైన రిమైండర్. పోరాటాన్ని కొనసాగించడంలో అర్థం లేదు. .",stressed
నేను ఇంతకుముందే ఆత్మహత్య చేసుకున్నాననుకుంటా: అందుకే మీరు మీ ప్రవృత్తిని విశ్వసించాలి.,stressed
"నేను చనిపోతే మంచిదని అనుకోకుండా ఉండటం కష్టతరమవుతోంది: నేను నా ఉద్యోగాన్ని ద్వేషిస్తున్నాను, నేను అప్పుల్లో ఉన్నానని నేను ద్వేషిస్తున్నాను, నా స్నేహితులలో నేను ఒక్కడినే విజయం సాధించలేదని నేను ద్వేషిస్తున్నాను. నా స్నేహితులందరూ డిగ్రీలు పొందుతున్నారు మరియు నేను ఉద్యోగంలో ఇరుక్కుపోయాను. ఇన్నేళ్లుగా నేను ఆత్మహత్య చేసుకోలేదు కానీ ఈ మధ్యన నేను ఇక్కడ ఉండకూడదని, నేను చనిపోతే అందరూ బాగుంటారని ఆలోచనలు వస్తున్నాయి.. నా తల్లిదండ్రులు నన్ను పట్టించుకోరు, నా ప్రియుడు ఇకపై నన్ను జాగ్రత్తగా చూసుకోవాల్సిన అవసరం లేదు మరియు నా స్నేహితులు బాగానే ఉంటారు. నాకు కెరీర్ లేదు. నాకు కెరీర్‌ ఆప్షన్‌లు లేవు. నేను నా జీవితమంతా తెలివైన నిశ్శబ్ద పిల్లవాడిగా గడిపాను, నాకు ఫకింగ్ టాలెంట్ లేదని గ్రహించాను మరియు ఎవరూ నన్ను దీని కోసం సిద్ధం చేయలేదు. నేను పిల్లలను చూస్తున్నాను మరియు నేను వారిని పరిగెత్తమని చెప్పాలనుకుంటున్నాను, ఎప్పటికీ పెద్దవాడిగా మారవద్దు, ఎందుకంటే మీరు మారతారు. మీరు మారతారు మరియు మీరు మీ ఆనందాన్ని కోల్పోతారు. మీరు మీ లక్ష్యాన్ని కోల్పోతారు. నేను ఎప్పుడూ పుట్టకూడని సమాజానికి ఉద్దేశ్యం లేని కాలువను. నా తల్లిదండ్రులు బాస్టర్డ్స్ కుటుంబాన్ని సృష్టించడానికి వారి జీవిత భాగస్వాములను మోసం చేసిన ఇద్దరు విషపూరిత ఫకింగ్ వ్యక్తులు. మనలో ఎవరూ విజయం సాధించలేదు మరియు నేను మినహాయింపు కాదు. నేను చనిపోవాలనుకుంటున్నాను అనే ఆలోచనను నా తల నుండి బయటకు తీసుకురాలేను. .",stressed
"జీవితం చాలా కష్టం, హుహ్: ఇకపై ఏదైనా చేయడానికి కారణం కనుగొనడం చాలా కష్టం. అక్కడ ఉన్న భావోద్వేగాలన్నీ ఇప్పుడు అదృశ్యమయ్యాయి, అది నన్ను భయపెడుతుంది. ముఖ్యంగా పాఠశాల సమయంలో నిరంతరం ఫిర్యాదు చేయడంలో ఇది సహాయపడదు. నేను చనిపోవడం వల్ల నా జుట్టు స్వలింగ సంపర్కులుగా మారదు. ఇకపై ఏమి చేయాలో నాకు తోచడం లేదు, ఎవరూ నన్ను పట్టించుకోరు కాబట్టి అనారోగ్యంగా ఉంది, ప్రస్తుతానికి మంచం మీద చెప్పండి, శాంతి.",stressed
